Week,Port,Supplier,PO,Container,Vessel,QualityComment,Score,Defects
12,DUNKERQUE,LAS BRISAS,565982,SEGU9560216,AMERICA,"We claim 3 pallets size 10/15 for  severe presence of molds - Brown Base (on skin as well) and overmaturity 
We make reserves on 5 pallets metro due to green fruits ",2,"Mould, Overmaturity, Undercoloration"
12,ANVERS,ACON,2200981,TRIU8129722,CAUCEDO EXTRESS,Direct customer - report will be sent later on ,4,
12,ANVERS,ACON,2200982,HLBU9543662,CAUCEDO EXTRESS,Direct customer - report will be sent later on ,4,
12,ANVERS,TDV,2200987,HLBU9089436,CAUCEDO EXTRESS,Direct customer - report will be sent later on ,4,
12,ANVERS,VISA,2200998,HLBU9199557,CAUCEDO EXTRESS,Frequent presence of translucency,3,Translucency
12,ANVERS,NORTENAS,2200985,HLBU9417108,CAUCEDO EXTRESS,Good quality In general,4,
12,ANVERS,NORTENAS,2200986,HLBU9530217,CAUCEDO EXTRESS,Good quality In general,4,
12,ANVERS,LAS BRISAS,2201004,HLBU9061125,CAUCEDO EXTRESS,Isolated base browing noted,4,
12,ANVERS,ACON,2200984,TRIU8588676,CAUCEDO EXTRESS,Isolated presence of mold formation,4,
12,ANVERS,TDV,2200988,HLBU9692408,CAUCEDO EXTRESS,Translucency noted on 2 pallets,4,
12,ANVERS,ACON,2200983,HLBU9531810,CAUCEDO EXTRESS,Underweights noted otherwise good quality in general,4,
12,ANVERS,LAS BRISAS,2201007,HLBU9343089,CAUCEDO EXTRESS,Underweights noted otherwise good quality in general,4,
12,ANVERS,PCC,2200990,GESU9315580,CAUCEDO EXTRESS K&N,Good quality In general,4,
12,ANVERS,PCC,2200989,UAEU1269046,CAUCEDO EXTRESS K&N,Isolated presence of brown leaves,4,
12,ANVERS,PCC,2200992,SZLU9541354,CAUCEDO EXTRESS K&N,Isolated presence of brown leaves and light translucency,4,
12,ANVERS,SEBAS,2201006,HLBU9698350,CAUCEDO EXTRESS K&N,Occasional brown leaves,4,
12,ANVERS,PCC,2200991,HLBU9152138,CAUCEDO EXTRESS K&N,Occasional light translucency noted and isolated brown leaves,4,
12,ANVERS,SEBAS,2201009,HLBU9201931,CAUCEDO EXTRESS K&N,"Presence of 20% of fruits affected by mold formation, and we make some reserves on a pallet of size 6 due to occasional overmaturity",2,"Mould, Overmaturity"
12,ANVERS,SEBAS,2201008,HLBU9030588,CAUCEDO EXTRESS K&N,"Presence of mold formation, wet peduncles and occasional translucency noted",3,"Translucency, Mould"
12,ANVERS,LAS BRISAS,2201017,TRIU8887065,MSC TAKORADI VIII ,Direct customer - report will be sent later on ,4,
12,ANVERS,SEBAS,2201001,SEGU9192921,MSC TAKORADI VIII ,Evident presence of quality disparities between boxes with some fruit that are green and some with external overmaturity and mold formation. Claims to be expected,2,"Overmaturity, Undercoloration"
12,ANVERS,SEBAS,2201000,TEMU9228738,MSC TAKORADI VIII ,Frequent presence of mold formation and occasional brown leaves upon arrival,3,"Mould, Brown leaves"
12,ANVERS,LAS BRISAS,2201016,TRIU8789480,MSC TAKORADI VIII ,"Frequent presence of mold formation upon arrival and isolated base browning, claims to be expected",3,Mould
12,ANVERS,SEBAS,2200999,CRSU6027978,MSC TAKORADI VIII ,Good quality In general,4,
12,ANVERS,SEBAS,2201003,FSCU5682197,MSC TAKORADI VIII ,Isolated mold formation ,4,
12,ANVERS,AGRO INDUSTRIAL,2200994,OTPU6559297,MSC TAKORADI VIII ,Isolated translucency and mold formation,4,
12,ANVERS,LAS BRISAS,565980,TRIU8173880,MSC TAKORADI VIII ,One pallet that looks green and isolated mold overall the rest is good,4,
12,ANVERS,LAS BRISAS,2201015,GESU9598536,MSC TAKORADI VIII ,"Presence of brown leaves, crown rot, base browning and isolated mold, claims to be expected.",3,"Crown Damage, Brown leaves"
12,ANVERS,AGRO INDUSTRIAL,2200996,SZLU9590940,MSC TAKORADI VIII ,Presence of mixed coloration and isolated mold formation,4,
12,ANVERS,SEBAS,2201005,TRIU8960211,MSC TAKORADI VIII ,Presence of mixed coloration and mold formation upon arrival ,3,"Mould, Undercoloration"
12,ANVERS,AGRO INDUSTRIAL,2200995,TTNU8717845,MSC TAKORADI VIII ,Presence of translucency and mold formation,3,"Translucency, Mould"
13,ANVERS,SEBAS,2201044,CGMU8002300,CMA CGM FORT FLEUR D EPEE-K&N,Good quality In general,4,
13,ANVERS,SEBAS,2201043,SZLU9032892,CMA CGM FORT FLEUR D EPEE-K&N,"Good quality In general, temp recorder not found",4,
13,DUNKERQUE,SWISS TROPICAL,566080,CAIU5442645,FORT FLEUR D'EPEE,10% to 15% of fruits are affected by base molds ,3,Mould
13,DUNKERQUE,LAS BRISAS,566040,TRIU8733537,FORT FLEUR D'EPEE,Direct customer - report will be sent later on ,4,
13,DUNKERQUE,ACON,566043,CGMU5386861,FORT FLEUR D'EPEE,Direct customer - report will be sent later on ,4,
13,DUNKERQUE,AGRO INDUSTRIAL,566051,CGMU5087433,FORT FLEUR D'EPEE,Direct customer - report will be sent later on ,4,
13,DUNKERQUE,TDV,566059,SEGU9357003,FORT FLEUR D'EPEE,Direct customer - report will be sent later on ,4,
13,DUNKERQUE,NORTENAS,566068,CGMU9295775,FORT FLEUR D'EPEE,Direct customer - report will be sent later on ,4,
13,DUNKERQUE,AGRO INDUSTRIAL,566047,CGMU9334043,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,AGRO INDUSTRIAL,566048,CGMU9359864,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,AGRO INDUSTRIAL,566049,SZLU9678624,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,AGRO INDUSTRIAL,566050,SEGU9534515,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,AGRO INDUSTRIAL,566052,TRIU8654490,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,AGRO INDUSTRIAL,566053,CGMU9341248,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,AGRO INDUSTRIAL,566054,CXRU1118190,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,TDV,566056,TXGU9002342,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,TDV,566057,CGMU5305197,FORT FLEUR D'EPEE,Good quality In general,4,
13,DUNKERQUE,SWISS TROPICAL,566079,CXRU1635660,FORT FLEUR D'EPEE,Good quality in general ,4,
13,DUNKERQUE,NORTENAS,566069,GESU9587188,FORT FLEUR D'EPEE,Good quality In general - We make reserve for pallet titlted and crushed boxes ,3,
13,DUNKERQUE,LAS BRISAS,566038,SEGU9132809,FORT FLEUR D'EPEE,Isolated brown leaves formation and mixed coloration,4,
13,DUNKERQUE,ACON,566041,CGMU5237235,FORT FLEUR D'EPEE,Isolated elevated coloration and signs of dehydration on one pallet the rest seems good,4,
13,DUNKERQUE,VISA,566037,TCLU1148109,FORT FLEUR D'EPEE,Isolated presence of mold and light translucency,4,
13,DUNKERQUE,TDV,566058,SZLU9500627,FORT FLEUR D'EPEE,Isolated presence of pitting and signs of external overmaturity,4,
13,DUNKERQUE,LAS BRISAS,566039,SZLU9855648,FORT FLEUR D'EPEE,Occasional base browning and mold formation we make reserve on 3 pallets,3,Mould
13,DUNKERQUE,ACON,566042,CGMU6559745,FORT FLEUR D'EPEE,Occasional light mold formation ,3,Mould
13,DUNKERQUE,SEBAS,566046,CXRU1635948,FORT FLEUR D'EPEE,"Occasional presence of translucency, 20% of fruits affected",3,Translucency
13,DUNKERQUE,NORTENAS,566070,TRIU8724710,FORT FLEUR D'EPEE,"Quality is good 
But presence of underweights on 50% of boxes inspected (we make reserves)",3,Underweights
13,DUNKERQUE,ACON,566044,BEAU9702730,FORT FLEUR D'EPEE,"Quality is good 
Presence of underweights on 9/12",3,Underweights
13,DUNKERQUE,SEBAS,566045,SZLU9857086,FORT FLEUR D'EPEE,"We claim 1 pallet kolor due to overmaturity
The remaining 20 pallets are all good ",3,Overmaturity
13,ANVERS,ACON,2201069,MNBU4149608,MARGARETE SCHULTE,Direct customer - report will be sent later on ,4,
13,ANVERS,ACON,2201070,SUDU6276530,MARGARETE SCHULTE,Direct customer - report will be sent later on ,4,
13,ANVERS,ACON,2201068,MNBU0348978,MARGARETE SCHULTE,Isolated presence of brown leaves and base browning,4,
13,ANVERS,LAS BRISAS,2201051,TRIU8112606,MSC VAISHNAVI R,Direct customer - report will be sent later on ,4,
13,ANVERS,PCC,2201027,TEMU9375810,MSC VAISHNAVI R,Good quality In general,4,
13,ANVERS,SEBAS,2201047,TEMU9581180,MSC VAISHNAVI R,Good quality In general,4,
13,ANVERS,SEBAS,2201049,FSCU5782637,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,SEBAS,2201050,MSDU9821352,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,LAS BRISAS,2201052,TEMU9031158,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,LAS BRISAS,2201053,MEDU9623365,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,LAS BRISAS,2201054,SEGU9987297,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,AGRO INDUSTRIAL,2201057,MEDU9691020,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,TDV,2201062,TEMU9460466,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,NORTENAS,2201066,SEGU9989833,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,PCC,2202028,OTPU6508469,MSC VAISHNAVI R,Good quality in general,4,
13,ANVERS,LAS BRISAS,2201055,OTPU6031421,MSC VAISHNAVI R,Isolated mold formation and base browning,4,
13,ANVERS,SEBAS,2201046,GESU9561326,MSC VAISHNAVI R,"Isolated mold formation and mixed coloration, temp recorder not found",4,
13,ANVERS,LAS BRISAS,2201056,OTPU6096905,MSC VAISHNAVI R,Occasional  mixed coloration and light mold formation,4,
13,ANVERS,SEBAS,2201045,SEGU9209916,MSC VAISHNAVI R,Occasional light mold and translucency,4,
13,ANVERS,SEBAS,2201048,SZLU9336982,MSC VAISHNAVI R,Occasional mold formation on peduncles,3,Mould
13,ANVERS,AGRO INDUSTRIAL,2201059,MSDU9707674,MSC VAISHNAVI R,Presence of occasional mixed coloration and some translucency,4,
13,ANVERS,AGRO INDUSTRIAL,2201058,MEDU9765668,MSC VAISHNAVI R,Undercoloration noted on kolor fruits,4,
14,ANVERS,LAS BRISAS,2201074,HLBU9473890,CAPE CORFU,Direct customer - report will be sent later on ,4,
14,ANVERS,ACON,2201107,HLBU9231160,CAPE CORFU,Direct customer - report will be sent later on ,4,
14,ANVERS,ACON,2201108,HLBU9395420,CAPE CORFU,Direct customer - report will be sent later on ,4,
14,ANVERS,NORTENAS,2201193,HLBU6148495,CAPE CORFU,Frequent presence of low brix levels on multiple pallets ,3,
14,ANVERS,ACON,2201110,CAAU4077170,CAPE CORFU,Good quality in general,4,
14,ANVERS,VISA,2201167,HLBU9705594,CAPE CORFU,Good quality in general,4,
14,ANVERS,LAS BRISAS,2201072,TRIU8177232,CAPE CORFU,Good quality in general ,4,
14,ANVERS,LAS BRISAS,2201073,TEMU9040118,CAPE CORFU,Good quality in general ,4,
14,ANVERS,LAS BRISAS,2201075,HLBU9340541,CAPE CORFU,"Isolated brown leaves, occasional undercoloration on kolor fruits",4,
14,ANVERS,LAS BRISAS,2201076,HLBU9288989,CAPE CORFU,"Occasional light mold, base browning",4,
14,ANVERS,ACON,2201109,UAEU1246159,CAPE CORFU,Occasional mold and brown leaves on 3 pallets the rest is all good,3,"Mould, Brown leaves"
14,ANVERS,PCC,2201093,HLBU9788916,CAPE CORFU K&N,Good quality in general,4,
14,ANVERS,PCC,2201091,CXRU1085203,CAPE CORFU K&N,Good quality in general ,4,
14,ANVERS,PCC,2201092,HLBU9088614,CAPE CORFU K&N,Good quality in general ,4,
14,ANVERS,PCC,2201094,HLBU9815689,CAPE CORFU K&N,Good quality in general ,4,
14,ANVERS,SEBAS,2201081,HLBU9351058,CAPE CORFU K&N,Good quality in general. No temp recorder found,4,
14,ANVERS,SEBAS,2201080,HLBU9324520,CAPE CORFU K&N,Isolated brown leaves and light mold,4,
14,ANVERS,PCC,2201090,HLBU9072367,CAPE CORFU K&N,Occasional brown leaves and damaged crowns,4,
14,ANVERS,SEBAS,2201082,HLBU9231263,CAPE CORFU K&N,Underweights noted otherwise good quality in general. No temp recorder found,4,
14,ANVERS,LAS BRISAS,2201078,TTNU8471577,MSC MIRELLA R,Direct customer - report will be sent later on ,4,
14,ANVERS,TDV,566157,CRSU6090899,MSC MIRELLA R,Direct customer - report will be sent later on ,4,
14,ANVERS,AGRO INDUSTRIAL,566156,SZLU9511431,MSC MIRELLA R,Good quality in general,4,
14,ANVERS,LAS BRISAS,2201077,CXRU1566277,MSC MIRELLA R,Good quality in general,4,
14,ANVERS,SEBAS,2201084,SEGU9992478,MSC MIRELLA R,Good quality in general,4,
14,ANVERS,AGRO INDUSTRIAL,2201096,CXRU1459880,MSC MIRELLA R,Good quality in general,4,
14,ANVERS,TDV,2201099,MEDU9631859,MSC MIRELLA R,Good quality in general,4,
14,ANVERS,TDV,2201100,TRIU8938603,MSC MIRELLA R,Good quality in general,4,
14,ANVERS,TDV,2201102,BMOU9647643,MSC MIRELLA R,Good quality in general,4,
14,ANVERS,AGRO INDUSTRIAL,2201097,OTPU6434896,MSC MIRELLA R,Isolated mold formation noted,3,
14,ANVERS,LAS BRISAS,2201079,CHIU9030532,MSC MIRELLA R,Isolated presence of dehydration ,4,
14,ANVERS,SEBAS,2201085,SZLU9241655,MSC MIRELLA R,Occasional presence of brown leaves and base browning,3,Brown leaves
14,ANVERS,SEBAS,2201083,CXRU1397731,MSC MIRELLA R,Occasional presence of brown leaves and light mold formation,3,"Mould, Brown leaves"
14,ANVERS,AGRO INDUSTRIAL,2201095,MEDU9840062,MSC MIRELLA R,"presence of dehydration/pitting and isolated mold formation, underweight noted we claim one pallet of size 9 kolor  ",3,"Mould, Dehydration/Pitting, Underweights"
14,DUNKERQUE,LAS BRISAS,566093,TRIU8070028,SAMBHAR,Direct customer - report will be sent later on ,4,
14,DUNKERQUE,VISA,566094,TRIU8691982,SAMBHAR,Direct customer - report will be sent later on ,4,
14,DUNKERQUE,VISA,566095,TTNU8143080,SAMBHAR,Direct customer - report will be sent later on ,4,
14,DUNKERQUE,ACON,566097,CGMU5149411,SAMBHAR,Direct customer - report will be sent later on ,4,
14,DUNKERQUE,AGRO INDUSTRIAL,566105,CGMU5150325,SAMBHAR,Direct customer - report will be sent later on ,4,
14,DUNKERQUE,AGRO INDUSTRIAL,566104,TEMU9261150,SAMBHAR,"Frequent presence of elevated coloration, pittig and mold, we make reserve, tag has no temp data",2,"Mould, Overmaturity, Dehydration/Pitting"
14,DUNKERQUE,LAS BRISAS,566092,CGMU9300450,SAMBHAR,Frequent presence of mold formation on multiple pallets we make reserve,2,Mould
14,DUNKERQUE,SEBAS,566096,CGMU6588851,SAMBHAR,Good quality in general,4,
14,DUNKERQUE,AGRO INDUSTRIAL,566102,CGMU5043311,SAMBHAR,Good quality in general,4,
14,DUNKERQUE,TDV,566111,CGMU5429916,SAMBHAR,Good quality in general,4,
14,DUNKERQUE,TDV,566112,CGMU6545680,SAMBHAR,Good quality in general,4,
14,DUNKERQUE,TDV,566113,TTNU8491167,SAMBHAR,Good quality in general,4,
14,DUNKERQUE,TDV,566114,CAIU5658260,SAMBHAR,Good quality in general,4,
14,DUNKERQUE,AGRO INDUSTRIAL,566103,TRIU8685887,SAMBHAR,Isolated damaged crowns but good quality in general,4,
14,DUNKERQUE,ACON,566101,SEKU9122831,SAMBHAR,Presence of brown leaves and occasional mold we make reserve,3,"Mould, Brown leaves"
14,DUNKERQUE,NORTENAS,566106,SZLU9060174,SAMBHAR,"Presence of compressed boxes, however good quality in general",4,
14,DUNKERQUE,NORTENAS,566107,CGMU5078067,SAMBHAR,"Presence of compressed boxes, however good quality in general",4,
14,DUNKERQUE,ACON,566099,SEKU9139217,SAMBHAR,Presence of occasional mold formation,3,Mould
14,DUNKERQUE,ACON,566098,SZLU9825730,SAMBHAR,Good quality in general,4,
15,DUNKERQUE,AGRO INDUSTRIAL,566159,TRIU8120710,FORT SAINT CHARLES,Direct customer - report will be sent later,4,
15,DUNKERQUE,LAS BRISAS,566150,TLLU1065403,FORT SAINT CHARLES,Direct customer - report will be sent later on ,4,
15,DUNKERQUE,ACON,566167,SZLU9023503,FORT SAINT CHARLES,Direct customer - report will be sent later on ,4,
15,DUNKERQUE,NORTENAS,566173,APRU6117984,FORT SAINT CHARLES,Direct customer - report will be sent later on ,4,
15,DUNKERQUE,SEBAS,566170,CGMU5112942,FORT SAINT CHARLES,Frequent presence of undercoloration on kolor pallets we make reserves in case of claims,3,Undercoloration
15,DUNKERQUE,AGRO INDUSTRIAL,566160,TTNU8403211,FORT SAINT CHARLES,Good quality ,4,
15,DUNKERQUE,NORTENAS,566174,CAIU5512608,FORT SAINT CHARLES,Good quality ,4,
15,DUNKERQUE,LAS BRISAS,566148,CRSU6016295,FORT SAINT CHARLES,Good quality general,4,
15,DUNKERQUE,LAS BRISAS,566149,SEGU9131438,FORT SAINT CHARLES,Good quality general,4,
15,DUNKERQUE,AGRO INDUSTRIAL,566154,CGMU9364916,FORT SAINT CHARLES,Good quality general,4,
15,DUNKERQUE,ACON,566166,CGMU7026000,FORT SAINT CHARLES,Good quality general,4,
15,DUNKERQUE,AGRO INDUSTRIAL,566152,HJCU6143866,FORT SAINT CHARLES,Good quality in general,4,
15,DUNKERQUE,AGRO INDUSTRIAL,566162,CGMU5613060,FORT SAINT CHARLES,Good quality in general,4,
15,DUNKERQUE,TDV,566171,CGMU9332138,FORT SAINT CHARLES,Good quality in general,4,
15,DUNKERQUE,ACON,566165,SEKU9071014,FORT SAINT CHARLES,"Occasional mold formation on 10/15 fruits, the rest all good",3,Mould
15,DUNKERQUE,LAS BRISAS,566147,CGMU5048231,FORT SAINT CHARLES,"Occasional presence of mold formation on crownless fruits, the rest is okay",3,Mould
15,DUNKERQUE,AGRO INDUSTRIAL,566158,CXRU1187740,FORT SAINT CHARLES,"one pallet crownless kolor highly affected by old aspect overmaturity and pitting we claim this pallet, frequent presence of mold formation on classic crownless and the rest is okay",2,"Mould, Overmaturity"
15,DUNKERQUE,TDV,566172,TEMU9875159,FORT SAINT CHARLES,Presence of occasional brown leaves and occasional mold formation on few pallets the rest is okay,4,
15,DUNKERQUE,VISA,566151,CGMU 9301625,FORT SAINT CHARLES,"Presence of occasional mold formation, brown leaves and damaged crowns, we make reserves in case of claims.",3,"Mould, Brown leaves"
15,DUNKERQUE,AGRO INDUSTRIAL,566153,CGMU8022591,FORT SAINT CHARLES,"Presence of undercoloration on kolor pallets, classic all good",3,Undercoloration
15,DUNKERQUE,AGRO INDUSTRIAL,566161,TRIU8980542,FORT SAINT CHARLES,"Presence of undercoloration on kolor pallets, occasional translucency on crownless fruits, classic fruits all good",3,"Translucency, Undercoloration"
15,DUNKERQUE,ACON,566164,APRU6105448,FORT SAINT CHARLES,"Size 9 some pallets show underweights 
2 pal JC arrived with compressed boxes
Good fruit condition ",3,Underweights
15,DUNKERQUE,ACON,566163,AMCU9305997,FORT SAINT CHARLES,"We claim 3 pallets 10/15 for molds 
The remaining 18 pallets all good ",2,Mould
15,DUNKERQUE,SEBAS,566168,CAIU5528841,FORT SAINT CHARLES,"We claim one pallet for brown leaves 
The remaining 20 pallets are good ",3,Brown leaves
15,ANVERS,LAS BRISAS,2201141,FBIU5136744,MSC AJACCIO,Direct customer - report will be sent later on ,4,
15,ANVERS,AGRO INDUSTRIAL,2201151,OTPU6109710,MSC AJACCIO,"Evident presence of undercoloration on kolor pallets, frequent translucency and occasional mold noted. We make reserves and come back to you with the final claim",2,"Translucency, Mould, Undercoloration"
15,ANVERS,SEBAS,2201160,MEDU9106022,MSC AJACCIO,"Frequent presence of disparities in terms of coloration on kolor pallets, some completely green while some have good coloration, occasional brown leaves noted on classic, we make reserve and come back in case of claims.",2,"Undercoloration, Brown leaves"
15,ANVERS,AGRO INDUSTRIAL,2201153,SZLU9263910,MSC AJACCIO,Frequent presence of mold formation and undercoloration on kolor pallet size 9 - we claim this pallet,2,"Mould, Undercoloration"
15,ANVERS,SEBAS,2201159,TTNU8090143,MSC AJACCIO,"Frequent presence of undercoloration on kolor pallets, presence of mold and pitting we make reserves in case of claims. Temp recorder not found",2,"Mould, Dehydration/Pitting, Undercoloration"
15,ANVERS,TDV,2201155,TTNU8350451,MSC AJACCIO,Good quality in general,4,
15,ANVERS,TDV,2201156,MSDU9734833,MSC AJACCIO,Good quality in general,4,
15,ANVERS,TDV,2201157,GESU9547478,MSC AJACCIO,Good quality in general,4,
15,ANVERS,TDV,2201158,MEDU9663521,MSC AJACCIO,Good quality in general,4,
15,ANVERS,AGRO INDUSTRIAL,2201152,OTPU6674876,MSC AJACCIO,Occasional light mold formation and underweights noted,3,Mould
15,ANVERS,LAS BRISAS,2201140,CRSU6027319,MSC AJACCIO,Presence of 20% to 30% base molds noted,3,Mould
15,ANVERS,LAS BRISAS,2201142,MEDU9646247,MSC AJACCIO,Presence of 20% to 30% base molds noted,3,Mould
15,ANVERS,LAS BRISAS,2201136,HLBU9562370,PUERTO LIMON EXPRESS,Direct customer - report will be sent later,4,
15,ANVERS,ACON,2201179,TEMU9842710,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
15,ANVERS,ACON,2201181,HLBU9567725,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
15,ANVERS,SEBAS,2201145,TCLU1020904,PUERTO LIMON EXPRESS,"Frequent undercoloration on kolor pallets, we make reserves in case of claims",3,Undercoloration
15,ANVERS,LAS BRISAS,2201135,HLBU6161537,PUERTO LIMON EXPRESS,Good quality in general,4,
15,ANVERS,LAS BRISAS,2201138,UAEU1266685,PUERTO LIMON EXPRESS,Good quality in general,4,
15,ANVERS,ACON,2201177,BMOU9270652,PUERTO LIMON EXPRESS,Good quality in general,4,
15,ANVERS,NORTENAS,2201206,HLBU9878985,PUERTO LIMON EXPRESS,Good quality in general,4,
15,ANVERS,JSM SCHWEIZ,2201209,TCLU1295244,PUERTO LIMON EXPRESS,Good quality in general,4,
15,ANVERS,JSM SCHWEIZ,2201210,HLBU9011989,PUERTO LIMON EXPRESS,Good quality in general,4,
15,ANVERS,LAS BRISAS,2201137,HLBU9936485,PUERTO LIMON EXPRESS,Occasional brown leaves and base browning,4,
15,ANVERS,VISA,2201131,HLBU9238611,PUERTO LIMON EXPRESS,"Occasional presence of internal overmaturity, 10% to 15% on inspected boxes
Presence of some pallets tilted and crushed boxes.
We make reserve on this contaienr. ",3,Overmaturity
15,ANVERS,SEBAS,2201146,HLBU9953116,PUERTO LIMON EXPRESS,"Presence of base browning, brown leaves and occasional mold formation",3,"Mould, Brown leaves"
15,ANVERS,JSM SCHWEIZ,2201211,BMOU9759068,PUERTO LIMON EXPRESS,Presence of isolated translucency otherwise good quality in general ,4,
15,ANVERS,SEBAS,2201147,UACU4761324,PUERTO LIMON EXPRESS,"Presence of mixed coloration in all pallets kolor, occasional mold formation we make reserves in case of claims",3,"Mould, Undercoloration"
15,ANVERS,JSM SCHWEIZ,2201212,HLXU8791173,PUERTO LIMON EXPRESS,"Presence of occaional base browning, occasional translucency, underweights noted",3,Translucency
15,ANVERS,NORTENAS,2201205,HLBU9721928,PUERTO LIMON EXPRESS,Presence of occasioal light mold and mixed coloration,4,
15,ANVERS,LAS BRISAS,2201133,HLBU6147101,PUERTO LIMON EXPRESS,"Presence of occasional base browning, brown leaves and isolated translucency",3,Brown leaves
15,ANVERS,JSM SCHWEIZ,2201208,SEGU9231442,PUERTO LIMON EXPRESS,Presence of occasional of mold and translucency,3,"Translucency, Mould"
15,ANVERS,LAS BRISAS,2201134,HLBU6149845,PUERTO LIMON EXPRESS,"Presence of overmaturity, brown leaves on certain pallets we claim 2 pallets the rest is good",3,"Overmaturity, Brown leaves"
15,ANVERS,AGRO INDUSTRIAL,2201144,HLBU9426964,PUERTO LIMON EXPRESS,Presence of undercoloration on kolor pallets,3,Undercoloration
15,ANVERS,SEBAS,2201148,TCLU1014630,PUERTO LIMON EXPRESS K&N,Good quality in general,4,
15,ANVERS,SEBAS,2201149,BMOU9803237,PUERTO LIMON EXPRESS K&N,Good quality in general,4,
15,ANVERS,PCC,2201185,HLBU9029782,PUERTO LIMON EXPRESS K&N,Occasional brown leaves,4,
15,ANVERS,PCC,2201182,HLBU9689359,PUERTO LIMON EXPRESS K&N,Presence of occasinal light translucency otherwise good quality in general,4,
15,ANVERS,PCC,2201184,BMOU9215681,PUERTO LIMON EXPRESS K&N,Presence of occasional translucency,4,
16,DUNKERQUE,LAS BRISAS,566206,SEKU9008623,FORT DE FRANCE ,"2 pallets rejected due to brown leaves, transmitted",3,Brown leaves
16,DUNKERQUE,LAS BRISAS,566203,CGMU5473462,FORT DE FRANCE ,Direct customer - report will be sent later on ,4,
16,DUNKERQUE,LAS BRISAS,566206,SEKU9008623,FORT DE FRANCE ,Direct customer - report will be sent later on ,4,
16,DUNKERQUE,ACON,566208,TTNU8624721,FORT DE FRANCE ,Direct customer - report will be sent later on ,4,
16,DUNKERQUE,AGRO INDUSTRIAL,566213,TTNU8915223,FORT DE FRANCE ,Direct customer - report will be sent later on ,4,
16,DUNKERQUE,AGRO INDUSTRIAL,566221,TRIU8053566,FORT DE FRANCE ,Direct customer - report will be sent later on ,4,
16,DUNKERQUE,AGRO INDUSTRIAL,566214,SEKU9124201,FORT DE FRANCE ,"Evident presence of undercoloration on kolor pallets, translucency and frequent mold noted on crownless fruits. We make reserves and come back to you in case of claim",2,"Translucency, Mould, Undercoloration"
16,DUNKERQUE,AGRO INDUSTRIAL,566219,TTNU8777952,FORT DE FRANCE ,"Frequent presence of mold formation, light translucency and signs of dehydration, we make reserve and inform you in case of claims",2,"Translucency, Mould, Dehydration/Pitting"
16,DUNKERQUE,SEBAS,566225,SZLU9060600,FORT DE FRANCE ,"Frequent presence of titled crowns, we'll keep you updated in case of any claims",4,
16,DUNKERQUE,AGRO INDUSTRIAL,566222,CXRU1540009,FORT DE FRANCE ,"Frequent presence of undercoloration on kolor pallets, classic all good.",3,Undercoloration
16,DUNKERQUE,AGRO INDUSTRIAL,566217,SEGU9130257,FORT DE FRANCE ,Good quality in general,4,
16,DUNKERQUE,AGRO INDUSTRIAL,566223,FSCU5674340,FORT DE FRANCE ,Good quality in general,4,
16,DUNKERQUE,SEBAS,566224,TEMU9895664,FORT DE FRANCE ,Good quality in general,4,
16,DUNKERQUE,NORTENAS,566226,SEKU9283456,FORT DE FRANCE ,Good quality in general,4,
16,DUNKERQUE,NORTENAS,566227,BMOU9661256,FORT DE FRANCE ,Good quality in general,4,
16,DUNKERQUE,TDV,566229,FBIU5218020,FORT DE FRANCE ,Good quality in general,4,
16,DUNKERQUE,TDV,566230,TTNU8005521,FORT DE FRANCE ,Good quality in general,4,
16,DUNKERQUE,ACON,566211,TTNU8495218,FORT DE FRANCE ,Good quality in general ,4,
16,DUNKERQUE,ACON,566212,TRIU8561335,FORT DE FRANCE ,Good quality in general ,4,
16,DUNKERQUE,ACON,566207,CGMU5151194,FORT DE FRANCE ,Isolated brown leaves noted on a few pallets otherwise good quality in general,4,
16,DUNKERQUE,ACON,566209,SZLU9893777,FORT DE FRANCE ,Isolated mold formation on a few 10/15 pallets otherwise good quality overall,4,
16,DUNKERQUE,TDV,566228,SEGU9449326,FORT DE FRANCE ,"Isolated mold formation, brown leaves and frequent bent crowns",4,
16,DUNKERQUE,LAS BRISAS,566205,CGMU5629827,FORT DE FRANCE ,Isolated presence of mold formation on signs of dehydration on a pallet of size 10 the rest is all good,4,
